identificador,codigo,vereda_codigo,numero_subterraneos,codigo_anterior,tipo_predio,derecho,tipo_documento,matricula,acto_registral,ente_emisor,numero_fuente,propietario,tipo_de_documento_de_identificacion,numero_documento,estado_folio,telefono,grupo_etnico,estado_civil,fecha
5439,683070000000000040802800000522,68307000000000004,0,68307000000040522802,RURAL,DOMINIO,ESCRITURA,300-20739,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6755,Manu Cabanillas Cortes,CC,322470394,ABIERTO,3119856237,NINGUNO,UNION LIBRE 4 AÑOS,09/02/2000
5440,683070000000000040802800000635,68307000000000004,0,68307000000040635802,RURAL,DOMINIO,ESCRITURA,300-20740,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2002,Dulce Navarrete Porta,CC,641238200,ABIERTO,3126386716,NINGUNO,UNION LIBRE 4 AÑOS,06/12/1979
5441,683070000000000040802800000066,68307000000000004,0,68307000000040066802,RURAL,DOMINIO,ESCRITURA,300-20741,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3798,Duilio Garzón Márquez,CC,835811825,ABIERTO,3123522154,NINGUNO,UNION LIBRE 4 AÑOS,08/09/1953
5442,683070000000000040802800000650,68307000000000004,0,68307000000040650802,RURAL,DOMINIO,ESCRITURA,300-20742,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4260,Ovidio Marti Navarrete,CC,64234475,ABIERTO,3154697213,NINGUNO,UNION LIBRE 4 AÑOS,16/08/1956
5443,683070000000000040802800000638,68307000000000004,0,68307000000040638802,RURAL,DOMINIO,ESCRITURA,300-20743,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6489,Jose Oliveras Prats,CC,579808744,ABIERTO,3151274806,NINGUNO,UNION LIBRE 4 AÑOS,18/05/1983
5444,683070000000000040802800000641,68307000000000004,0,68307000000040641802,RURAL,DOMINIO,ESCRITURA,300-20744,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6617,Fabricio de Portero,CC,45813143,ABIERTO,3138543728,NINGUNO,UNION LIBRE 4 AÑOS,10/12/1965
5445,683070000000000040802800000519,68307000000000004,0,68307000000040519802,RURAL,DOMINIO,ESCRITURA,300-20745,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6538,Pelayo Fuster-Alfaro,CC,766223558,ABIERTO,3112228016,NINGUNO,UNION LIBRE 4 AÑOS,12/12/1990
5446,683070000000000040802800000633,68307000000000004,0,68307000000040633802,RURAL,DOMINIO,ESCRITURA,300-20746,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1500,Eusebia Nebot Durán,CC,937527618,ABIERTO,3105699147,NINGUNO,UNION LIBRE 4 AÑOS,11/08/2009
5447,683070000000000040802800000524,68307000000000004,0,68307000000040524802,RURAL,DOMINIO,ESCRITURA,300-20747,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3383,Mercedes Guardia Cámara,CC,627802017,ABIERTO,3162391716,NINGUNO,UNION LIBRE 4 AÑOS,21/03/1992
5448,683070000000000040802800000636,68307000000000004,0,68307000000040636802,RURAL,DOMINIO,ESCRITURA,300-20748,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5960,Evelia Bayón Antúnez,CC,742061282,ABIERTO,3127004587,NINGUNO,UNION LIBRE 4 AÑOS,04/09/1971
5449,683070000000000040802800000639,68307000000000004,0,68307000000040639802,URBANO,DOMINIO,ESCRITURA,300-20749,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1795,Che Lamas Azcona,CC,431687554,ABIERTO,3125044980,NINGUNO,UNION LIBRE 4 AÑOS,05/06/2019
5450,683070000000000040802800000474,68307000000000004,0,68307000000040474802,RURAL,DOMINIO,ESCRITURA,300-20750,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4764,Aroa Román Cases,CC,525630854,ABIERTO,3112736497,NINGUNO,UNION LIBRE 4 AÑOS,13/11/1970
5451,683070000000000040802800000473,68307000000000004,0,68307000000040473802,RURAL,DOMINIO,ESCRITURA,300-20751,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6809,Ruth de Villalobos,CC,815452720,ABIERTO,3103373524,NINGUNO,UNION LIBRE 4 AÑOS,27/04/2009
5452,683070000000000040802800000631,68307000000000004,0,68307000000040631802,RURAL,DOMINIO,ESCRITURA,300-20752,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4880,Camilo Santos-Requena,CC,98000035,ABIERTO,3126762192,NINGUNO,UNION LIBRE 4 AÑOS,04/10/1987
5453,683070000000000040802800000521,68307000000000004,0,68307000000040521802,RURAL,DOMINIO,ESCRITURA,300-20753,COMPRAVENTA,NOTARIA 1 DE SAN GIL,198,Joaquina Barros Alberto,CC,838297241,ABIERTO,3145251776,NINGUNO,UNION LIBRE 4 AÑOS,22/11/2009
5454,683070000000000040802800000634,68307000000000004,0,68307000000040634802,RURAL,DOMINIO,ESCRITURA,300-20754,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6434,Marcelo Hermenegildo Amo Huertas,CC,763063153,ABIERTO,3149742087,NINGUNO,UNION LIBRE 4 AÑOS,27/11/1974
5455,683070000000000040802800000475,68307000000000004,0,68307000000040475802,RURAL,DOMINIO,ESCRITURA,300-20755,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5109,Moreno Romeu,CC,435294463,ABIERTO,3125397231,NINGUNO,UNION LIBRE 4 AÑOS,02/03/1971
5456,683070000000000040802800000523,68307000000000004,0,68307000000040523802,RURAL,DOMINIO,ESCRITURA,300-20756,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6501,Adán Pombo Aguilar,CC,384628233,ABIERTO,3112543440,NINGUNO,UNION LIBRE 4 AÑOS,21/05/2012
5457,683070000000000040802800000476,68307000000000004,0,68307000000040476802,RURAL,DOMINIO,ESCRITURA,300-20757,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2987,Agapito Quintana Calvo,CC,318323332,ABIERTO,3178775148,NINGUNO,UNION LIBRE 4 AÑOS,27/06/1955
5458,683070000000000040802800000637,68307000000000004,0,68307000000040637802,RURAL,DOMINIO,ESCRITURA,300-20758,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2992,María Del Carmen Cabrero Quintero,CC,279613561,ABIERTO,3117141601,NINGUNO,UNION LIBRE 4 AÑOS,15/11/2009
5459,683070000000000040802800000526,68307000000000004,0,68307000000040526802,RURAL,DOMINIO,ESCRITURA,300-20759,COMPRAVENTA,NOTARIA 1 DE SAN GIL,7204,Ema de Pinedo,CC,315293592,ABIERTO,3174600983,NINGUNO,UNION LIBRE 4 AÑOS,28/09/1959
5460,683070000000000040802800000629,68307000000000004,0,68307000000040629802,RURAL,DOMINIO,ESCRITURA,300-20760,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6762,Susana Ferreras Ricart,CC,622761361,ABIERTO,3138531292,NINGUNO,UNION LIBRE 4 AÑOS,17/04/2020
5461,683070000000000040802800000632,68307000000000004,0,68307000000040632802,RURAL,DOMINIO,ESCRITURA,300-20761,COMPRAVENTA,NOTARIA 1 DE SAN GIL,7303,Carina Pulido Vicens,CC,424387543,ABIERTO,3120482063,NINGUNO,UNION LIBRE 4 AÑOS,20/01/1997
5462,683070000000000040802800000572,68307000000000004,0,68307000000040572802,RURAL,DOMINIO,ESCRITURA,300-20762,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6202,Isa Jara Miralles,CC,999237168,ABIERTO,3165916111,NINGUNO,UNION LIBRE 4 AÑOS,04/06/1953
5463,683070000000000040802800000477,68307000000000004,0,68307000000040477802,RURAL,DOMINIO,ESCRITURA,300-20763,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2473,María Manuela Angélica Verdugo Múgica,CC,50677830,ABIERTO,3142337261,NINGUNO,UNION LIBRE 4 AÑOS,26/05/1990
5464,683070000000000040802800000478,68307000000000004,0,68307000000040478802,RURAL,DOMINIO,ESCRITURA,300-20764,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4545,Maricela Alonso,CC,957898107,ABIERTO,3187908158,NINGUNO,UNION LIBRE 4 AÑOS,10/09/1995
5465,683070000000000040802800000525,68307000000000004,0,68307000000040525802,RURAL,DOMINIO,ESCRITURA,300-20765,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2687,Maite Villaverde Prat,CC,661410073,ABIERTO,3146850941,NINGUNO,UNION LIBRE 4 AÑOS,12/10/2008
5466,683070000000000040802800000627,68307000000000004,0,68307000000040627802,RURAL,DOMINIO,ESCRITURA,300-20766,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6851,José Mari Cabañas,CC,880298964,ABIERTO,3106267659,NINGUNO,UNION LIBRE 4 AÑOS,04/01/1971
5467,683070000000000040802800000479,68307000000000004,0,68307000000040479802,RURAL,DOMINIO,ESCRITURA,300-20767,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5084,Pilar Pilar Villanueva Isern,CC,27792110,ABIERTO,3119401417,NINGUNO,UNION LIBRE 4 AÑOS,18/07/2021
5468,683070000000000040802800000570,68307000000000004,0,68307000000040570802,RURAL,DOMINIO,ESCRITURA,300-20768,COMPRAVENTA,NOTARIA 1 DE SAN GIL,841,Pío Noriega,CC,130622655,ABIERTO,3171354037,NINGUNO,UNION LIBRE 4 AÑOS,08/07/2010
5469,683070000000000040802800000573,68307000000000004,0,68307000000040573802,RURAL,DOMINIO,ESCRITURA,300-20769,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6172,Dolores Ferrero Granados,CC,398714977,ABIERTO,3142428967,NINGUNO,UNION LIBRE 4 AÑOS,26/10/1962
5470,683070000000000040802800000527,68307000000000004,0,68307000000040527802,RURAL,DOMINIO,ESCRITURA,300-20770,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4747,Jessica Seguí Barrena,CC,242287270,ABIERTO,3178396901,NINGUNO,UNION LIBRE 4 AÑOS,08/07/1956
5471,683070000000000040802800000529,68307000000000004,0,68307000000040529802,RURAL,DOMINIO,ESCRITURA,300-20771,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6495,Jose Carlos Bilbao,CC,710930385,ABIERTO,3126286317,NINGUNO,UNION LIBRE 4 AÑOS,23/11/1951
5472,683070000000000040802800000630,68307000000000004,0,68307000000040630802,RURAL,DOMINIO,ESCRITURA,300-20772,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3666,Roldán Suarez Varela,CC,252010779,ABIERTO,3149177441,NINGUNO,UNION LIBRE 4 AÑOS,25/10/1966
5473,683070000000000040802800000480,68307000000000004,0,68307000000040480802,RURAL,DOMINIO,ESCRITURA,300-20773,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1061,Javier Agudo Salmerón,CC,750102210,ABIERTO,3106781931,NINGUNO,UNION LIBRE 4 AÑOS,15/12/1994
5474,683070000000000040802800000625,68307000000000004,0,68307000000040625802,RURAL,DOMINIO,ESCRITURA,300-20774,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6545,Encarnita Pedro Alcalá,CC,726091200,ABIERTO,3107934029,NINGUNO,UNION LIBRE 4 AÑOS,24/05/2011
5475,683070000000000040802800000481,68307000000000004,0,68307000000040481802,RURAL,DOMINIO,ESCRITURA,300-20775,COMPRAVENTA,NOTARIA 1 DE SAN GIL,7492,Nerea Serrano Báez,CC,270630931,ABIERTO,3132713187,NINGUNO,UNION LIBRE 4 AÑOS,20/11/2016
5476,683070000000000040802800000569,68307000000000004,0,68307000000040569802,RURAL,DOMINIO,ESCRITURA,300-20776,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6765,Miguel Carrillo Arranz,CC,521307951,ABIERTO,3133430505,NINGUNO,UNION LIBRE 4 AÑOS,25/11/1960
5477,683070000000000040802800000575,68307000000000004,0,68307000000040575802,RURAL,DOMINIO,ESCRITURA,300-20777,COMPRAVENTA,NOTARIA 1 DE SAN GIL,381,Chucho Marco Barrena,CC,354126032,ABIERTO,3143861557,NINGUNO,UNION LIBRE 4 AÑOS,05/09/1959
5478,683070000000000040802800000532,68307000000000004,0,68307000000040532802,RURAL,DOMINIO,ESCRITURA,300-20778,COMPRAVENTA,NOTARIA 1 DE SAN GIL,498,Ignacia del Cuervo,CC,511474202,ABIERTO,3105280530,NINGUNO,UNION LIBRE 4 AÑOS,14/03/1956
5479,683070000000000040802800000528,68307000000000004,0,68307000000040528802,RURAL,DOMINIO,ESCRITURA,300-20779,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2802,Feliciana Lobo Gisbert,CC,38894158,ABIERTO,3176993263,NINGUNO,UNION LIBRE 4 AÑOS,23/08/1979
5480,683070000000000040802800000482,68307000000000004,0,68307000000040482802,RURAL,DOMINIO,ESCRITURA,300-20780,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6582,Isidora Montserrat Lopez,CC,951642232,ABIERTO,3114036920,NINGUNO,UNION LIBRE 4 AÑOS,16/05/2004
5481,683070000000000040802800000628,68307000000000004,0,68307000000040628802,RURAL,DOMINIO,ESCRITURA,300-20781,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1766,Ulises Iborra Iglesias,CC,487558339,ABIERTO,3142719154,NINGUNO,UNION LIBRE 4 AÑOS,11/07/2007
5482,683070000000000040802800000574,68307000000000004,0,68307000000040574802,RURAL,DOMINIO,ESCRITURA,300-20782,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6564,Armando Cuenca-Sandoval,CC,93409514,ABIERTO,3139619055,NINGUNO,UNION LIBRE 4 AÑOS,01/04/1953
5483,683070000000000040802800000623,68307000000000004,0,68307000000040623802,RURAL,DOMINIO,ESCRITURA,300-20783,COMPRAVENTA,NOTARIA 1 DE SAN GIL,379,Isidoro Páez,CC,715170769,ABIERTO,3121380477,NINGUNO,UNION LIBRE 4 AÑOS,24/12/1972
5484,683070000000000040802800000483,68307000000000004,0,68307000000040483802,RURAL,DOMINIO,ESCRITURA,300-20784,COMPRAVENTA,NOTARIA 1 DE SAN GIL,328,Benigna Cobo Mateu,CC,246737848,ABIERTO,3117958055,NINGUNO,UNION LIBRE 4 AÑOS,01/08/1985
5485,683070000000000040802800000534,68307000000000004,0,68307000000040534802,RURAL,DOMINIO,ESCRITURA,300-20785,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2865,Clímaco Alvarado Cuevas,CC,596027988,ABIERTO,3165973829,NINGUNO,UNION LIBRE 4 AÑOS,20/03/1963
5486,683070000000000040802800000530,68307000000000004,0,68307000000040530802,RURAL,DOMINIO,ESCRITURA,300-20786,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3586,Juanita Núñez Prada,CC,174906015,ABIERTO,3130870178,NINGUNO,UNION LIBRE 4 AÑOS,05/12/2021
5487,683070000000000040802800000577,68307000000000004,0,68307000000040577802,RURAL,DOMINIO,ESCRITURA,300-20787,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3718,Carmelo Calatayud Jimenez,CC,624533859,ABIERTO,3128742086,NINGUNO,UNION LIBRE 4 AÑOS,20/09/1979
5488,683070000000000040802800000568,68307000000000004,0,68307000000040568802,RURAL,DOMINIO,ESCRITURA,300-20788,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2811,Salvador Bosch Lloret,CC,466470689,ABIERTO,3113325432,NINGUNO,UNION LIBRE 4 AÑOS,20/12/2018
5489,683070000000000040802800000484,68307000000000004,0,68307000000040484802,RURAL,DOMINIO,ESCRITURA,300-20789,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1350,Ileana Urrutia,CC,740879492,ABIERTO,3115475721,NINGUNO,UNION LIBRE 4 AÑOS,10/02/1975
5490,683070000000000040802800000536,68307000000000004,0,68307000000040536802,RURAL,POSESION,ESCRITURA,300-20790,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2549,Emperatriz Simó-Diez,CC,721441212,ABIERTO,3126051011,NINGUNO,UNION LIBRE 4 AÑOS,12/06/2017
5491,683070000000000040802800000576,68307000000000004,0,68307000000040576802,RURAL,POSESION,ESCRITURA,300-20791,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3673,Sigfrido Llopis León,CC,528306479,ABIERTO,3191854969,NINGUNO,UNION LIBRE 4 AÑOS,11/05/1983
5492,683070000000000040802800000485,68307000000000004,0,68307000000040485802,RURAL,POSESION,ESCRITURA,300-20792,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1074,Azahar Barroso-Carbajo,CC,344948380,ABIERTO,3179138860,NINGUNO,UNION LIBRE 4 AÑOS,12/06/1951
5493,683070000000000040802800000579,68307000000000004,0,68307000000040579802,URBANO,POSESION,ESCRITURA,300-20793,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1664,Maximino Calvet Olivé,CC,416931932,ABIERTO,3129334447,NINGUNO,UNION LIBRE 4 AÑOS,24/05/1974
5494,683070000000000040802800000626,68307000000000004,0,68307000000040626802,RURAL,POSESION,ESCRITURA,300-20794,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6463,Marcelino Ojeda Ibarra,CC,410149024,ABIERTO,3170982405,NINGUNO,UNION LIBRE 4 AÑOS,05/07/1992
5495,683070000000000040802800000531,68307000000000004,0,68307000000040531802,RURAL,POSESION,ESCRITURA,300-20795,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3630,Rubén Ribera Marti,CC,642545642,ABIERTO,3102482261,NINGUNO,UNION LIBRE 4 AÑOS,23/08/1990
5496,683070000000000040802800000538,68307000000000004,0,68307000000040538802,RURAL,POSESION,ESCRITURA,300-20796,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3435,Damián Aguilar Tirado,CC,544722268,ABIERTO,3112965407,NINGUNO,UNION LIBRE 4 AÑOS,03/05/2018
5497,683070000000000040802800000486,68307000000000004,0,68307000000040486802,URBANO,POSESION,ESCRITURA,300-20797,COMPRAVENTA,NOTARIA 1 DE SAN GIL,7233,Eusebia de Huerta,CC,118378112,ABIERTO,3146884084,NINGUNO,UNION LIBRE 4 AÑOS,14/02/1971
5498,683070000000000040802800000621,68307000000000004,0,68307000000040621802,RURAL,POSESION,ESCRITURA,300-20798,COMPRAVENTA,NOTARIA 1 DE SAN GIL,279,Rosaura Sancho Alonso,CC,172561203,ABIERTO,3165067003,NINGUNO,UNION LIBRE 4 AÑOS,27/10/1963
5499,683070000000000040802800000487,68307000000000004,0,68307000000040487802,RURAL,POSECION,ESCRITURA,300-20799,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6984,Nydia Asensio Grande,CC,325131066,ABIERTO,3136821267,NINGUNO,UNION LIBRE 4 AÑOS,08/05/2018
5500,683070000000000040802800000533,68307000000000004,0,68307000000040533802,RURAL,POSECION,ESCRITURA,300-20800,COMPRAVENTA,NOTARIA 1 DE SAN GIL,980,Encarnita Ribera Ledesma,CC,464608705,ABIERTO,3174251078,NINGUNO,UNION LIBRE 4 AÑOS,18/04/1955
5501,683070000000000040802800000540,68307000000000004,0,68307000000040540802,RURAL,POSECION,ESCRITURA,300-20801,COMPRAVENTA,NOTARIA 1 DE SAN GIL,7500,Tania Daza Mate,CC,272975881,ABIERTO,3174084411,NINGUNO,UNION LIBRE 4 AÑOS,03/08/1984
5502,683070000000000040802800000578,68307000000000004,0,68307000000040578802,RURAL,POSECION,ESCRITURA,300-20802,COMPRAVENTA,NOTARIA 1 DE SAN GIL,175,Amalia Gomis Silva,CC,616815096,ABIERTO,3106494309,NINGUNO,UNION LIBRE 4 AÑOS,09/12/2008
5503,683070000000000040802800000581,68307000000000004,0,68307000000040581802,RURAL,POSECION,ESCRITURA,300-20803,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2826,Lalo Coll Martorell,CC,178355299,ABIERTO,3111850721,NINGUNO,UNION LIBRE 4 AÑOS,19/04/1998
5504,683070000000000040802800000567,68307000000000004,0,68307000000040567802,RURAL,POSECION,ESCRITURA,300-20804,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5415,María Fernanda Oller Egea,CC,724332555,ABIERTO,3156163630,NINGUNO,UNION LIBRE 4 AÑOS,03/12/2012
5505,683070000000000040802800000566,68307000000000004,0,68307000000040566802,RURAL,POSECION,ESCRITURA,300-20805,COMPRAVENTA,NOTARIA 1 DE SAN GIL,605,Rosalinda Manzano Figueroa,CC,761996851,ABIERTO,3150392973,NINGUNO,UNION LIBRE 4 AÑOS,13/02/1959
5506,683070000000000040802800000542,68307000000000004,0,68307000000040542802,RURAL,POSECION,ESCRITURA,300-20806,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3144,Andrés Felipe Leal Castell,CC,482787424,ABIERTO,3122052508,NINGUNO,UNION LIBRE 4 AÑOS,01/11/1974
5507,683070000000000040802800000535,68307000000000004,0,68307000000040535802,RURAL,POSECION,ESCRITURA,300-20807,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6721,Fidela Pagès Perales,CC,656865076,ABIERTO,3121001055,NINGUNO,UNION LIBRE 4 AÑOS,02/12/2011
5508,683070000000000040802800000488,68307000000000004,0,68307000000040488802,URBANO,POSECION,ESCRITURA,300-20808,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6194,Edgardo Timoteo Casares Marco,CC,820548829,ABIERTO,3164255542,NINGUNO,UNION LIBRE 4 AÑOS,12/03/1982
5509,683070000000000040802800000489,68307000000000004,0,68307000000040489802,RURAL,POSECION,ESCRITURA,300-20809,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6626,Teobaldo Nevado-Moya,CC,720896227,ABIERTO,3189813499,NINGUNO,UNION LIBRE 4 AÑOS,05/05/1970
5510,683070000000000040802800000624,68307000000000004,0,68307000000040624802,RURAL,POSECION,ESCRITURA,300-20810,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3394,Eutropio Almazán Priego,CC,450248033,ABIERTO,3179099440,NINGUNO,UNION LIBRE 4 AÑOS,14/06/1954
5511,683070000000000040802800000580,68307000000000004,0,68307000000040580802,RURAL,POSECION,ESCRITURA,300-20811,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4278,Duilio Casado Calzada,CC,567825504,ABIERTO,3107145609,NINGUNO,UNION LIBRE 4 AÑOS,14/07/2020
5512,683070000000000040802800000583,68307000000000004,0,68307000000040583802,RURAL,POSECION,ESCRITURA,300-20812,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3353,Leticia Juan-Calderon,CC,336387636,ABIERTO,3127243476,NINGUNO,UNION LIBRE 4 AÑOS,28/05/1967
5513,683070000000000040802800000565,68307000000000004,0,68307000000040565802,RURAL,POSECION,ESCRITURA,300-20813,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4031,Nuria de Nuñez,CC,128522444,ABIERTO,3132126413,NINGUNO,UNION LIBRE 4 AÑOS,26/10/1990
5514,683070000000000040802800000537,68307000000000004,0,68307000000040537802,RURAL,POSECION,ESCRITURA,300-20814,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2336,Bautista Abella Muñoz,CC,738481108,ABIERTO,3112774587,NINGUNO,UNION LIBRE 4 AÑOS,14/08/1980
5515,683070000000000040802800000490,68307000000000004,0,68307000000040490802,RURAL,POSECION,ESCRITURA,300-20815,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6637,Esmeralda Dulce Roma Vallejo,CC,888977063,ABIERTO,3189380918,NINGUNO,UNION LIBRE 4 AÑOS,19/01/1973
5516,683070000000000040802800000619,68307000000000004,0,68307000000040619802,RURAL,POSECION,ESCRITURA,300-20816,COMPRAVENTA,NOTARIA 1 DE SAN GIL,2268,Baudelio Llorens Peñas,CC,214157529,ABIERTO,3125498852,NINGUNO,UNION LIBRE 4 AÑOS,20/12/1983
5517,683070000000000040802800000491,68307000000000004,0,68307000000040491802,RURAL,POSECION,ESCRITURA,300-20817,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3799,Esmeralda Somoza Sáez,CC,810831826,ABIERTO,3162016875,NINGUNO,UNION LIBRE 4 AÑOS,02/02/1957
5518,683070000000000040802800000564,68307000000000004,0,68307000000040564802,RURAL,POSECION,ESCRITURA,300-20818,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4246,Luis Luciano Zamorano Tomas,CC,500837665,ABIERTO,3175923770,NINGUNO,UNION LIBRE 4 AÑOS,06/01/1963
5519,683070000000000040802800000539,68307000000000004,0,68307000000040539802,RURAL,POSECION,ESCRITURA,300-20819,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4368,Carlito Carbonell Peiró,CC,645075764,ABIERTO,3141543441,NINGUNO,UNION LIBRE 4 AÑOS,28/02/1951
5520,683070000000000040802800000585,68307000000000004,0,68307000000040585802,RURAL,POSECION,ESCRITURA,300-20820,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1023,Aránzazu Gargallo Azorin,CC,257020593,ABIERTO,3105626949,NINGUNO,UNION LIBRE 4 AÑOS,16/03/2001
5521,683070000000000040802800000492,68307000000000004,0,68307000000040492802,RURAL,POSECION,ESCRITURA,300-20821,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6100,Cristian Marqués Martín,CC,27410655,ABIERTO,3124469626,NINGUNO,UNION LIBRE 4 AÑOS,05/05/2010
5522,683070000000000040802800000582,68307000000000004,0,68307000000040582802,RURAL,POSECION,ESCRITURA,300-20822,COMPRAVENTA,NOTARIA 1 DE SAN GIL,5853,Mariano Mendoza-Bayona,CC,601375847,ABIERTO,3144631338,NINGUNO,UNION LIBRE 4 AÑOS,22/02/1965
5523,683070000000000040802800000563,68307000000000004,0,68307000000040563802,RURAL,POSECION,ESCRITURA,300-20823,COMPRAVENTA,NOTARIA 1 DE SAN GIL,966,Viviana Pelayo Clemente,CC,197410148,ABIERTO,3161582440,NINGUNO,UNION LIBRE 4 AÑOS,27/02/1989
5524,683070000000000040802800000541,68307000000000004,0,68307000000040541802,RURAL,POSECION,ESCRITURA,300-20824,COMPRAVENTA,NOTARIA 1 DE SAN GIL,1218,Merche Tamara Muñoz Diéguez,CC,804522714,ABIERTO,3121993229,NINGUNO,UNION LIBRE 4 AÑOS,21/09/1987
5525,683070000000000040802800000493,68307000000000004,0,68307000000040493802,RURAL,POSECION,ESCRITURA,300-20825,COMPRAVENTA,NOTARIA 1 DE SAN GIL,6438,Amalia Taboada Borja,CC,625845563,ABIERTO,3141620219,NINGUNO,UNION LIBRE 4 AÑOS,03/06/1986
5526,683070000000000040802800000622,68307000000000004,0,68307000000040622802,RURAL,POSECION,ESCRITURA,300-20826,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4489,Jose Ignacio Egea Canals,CC,574151680,ABIERTO,3121237354,NINGUNO,UNION LIBRE 4 AÑOS,09/04/2008
5527,683070000000000040802800000562,68307000000000004,0,68307000000040562802,RURAL,POSECION,ESCRITURA,300-20827,COMPRAVENTA,NOTARIA 1 DE SAN GIL,4323,Armando Núñez Carmona,CC,179194074,ABIERTO,3120647410,NINGUNO,UNION LIBRE 4 AÑOS,11/11/1991
5528,683070000000000040802800000494,68307000000000004,0,68307000000040494802,RURAL,POSECION,ESCRITURA,300-20828,COMPRAVENTA,NOTARIA 1 DE SAN GIL,7643,Cayetana Navas Navas,CC,187106737,ABIERTO,3127695131,NINGUNO,UNION LIBRE 4 AÑOS,03/04/1961
5529,683070000000000040802800000617,68307000000000004,0,68307000000040617802,RURAL,POSECION,ESCRITURA,300-20829,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3827,Tomasa Palomares Beltrán,CC,394459465,ABIERTO,3109777325,NINGUNO,UNION LIBRE 4 AÑOS,17/11/2006
5530,683070000000000040802800000587,68307000000000004,0,68307000000040587802,RURAL,POSECION,ESCRITURA,300-20830,COMPRAVENTA,NOTARIA 1 DE SAN GIL,3639,Armida Ávila Cerdán,CC,432645575,ABIERTO,3181276082,NINGUNO,UNION LIBRE 4 AÑOS,26/08/2010
